DATE;PRICE-AVG;PRICE-MAX;PRICE-MIN;TEMP;PREC;;;
2022.01.15;67,45;51,55;82,06;9,74;0,36;;;
2022.01.16;66,01;51,21;86,89;8;0,13;;;
2022.01.17;72,05;51,35;86,89;6,95;0,03;;;
2022.01.18;75,81;51,15;86,89;7,88;1,97;;;
2022.01.19;74,24;51,44;87,37;5,85;0,99;;;
2022.01.20;73,50;53,59;87,37;5,59;0,19;;;
2022.01.21;79,18;53,62;87,42;7,18;0,7;;;
2022.01.22;88,15;88,15;88,15;10,4;0,82;;;
2022.01.23;87,99;75,71;88,55;7,3;1,25;;;
2022.01.24;84,35;52,67;88,55;5,85;0,58;;;
2022.01.25;75,03;39,50;88,55;6,08;0,63;;;
2022.01.26;76,84;46,20;88,78;7,46;0,55;;;
2022.01.27;88,24;88,24;88,24;8,25;0,59;;;
2022.01.28;88,25;88,25;88,25;7,75;0,05;;;
2022.01.29;88,39;88,39;88,39;7,98;0,28;;;
2022.01.30;88,76;88,76;88,76;9,84;0,49;;;
2022.01.31;88,76;88,76;88,76;9,83;0,6;;;
2022.02.01;100,57;100,57;100,57;10,1;0,4;;;
2022.02.02;89,91;60,13;101,82;12,98;1,47;;;
2022.02.03;88,05;52,88;101,26;14,32;4,42;;;
2022.02.04;89,78;52,48;100,49;10,37;0,42;;;
2022.02.05;99,61;99,61;99,61;10,42;0;;;
2022.02.06;90,20;58,00;98,22;10,77;0,02;;;
2022.02.07;80,16;64,19;98,22;11,11;0,13;;;
2022.02.08;89,44;64,19;98,22;13,44;1,53;;;
2022.02.09;91,35;64,59;98,44;12,68;0,76;;;
2022.02.10;91,82;64,34;98,06;10,53;0,5;;;
2022.02.11;98,31;98,06;98,32;10,84;0,05;;;
2022.02.12;93,12;70,84;98,50;11,83;0;;;
2022.02.13;72,27;55,31;99,17;12,1;0,02;;;
2022.02.14;91,64;65,07;99,17;12,63;0,08;;;
2022.02.15;99,14;98,80;99,17;12,67;0;;;
2022.02.16;99,42;99,23;99,43;12,66;0;;;
2022.02.17;98,78;98,37;98,82;12,17;0;;;
2022.02.18;98,24;96,82;98,37;12,51;0,76;;;
2022.02.19;91,80;64,91;98,56;14,49;0;;;
2022.02.20;82,43;38,77;98,48;13,73;0;;;
2022.02.21;94,70;80,28;98,48;15,62;0,1;;;
2022.02.22;96,49;80,78;98,48;15,3;0,71;;;
2022.02.23;94,88;77,59;98,54;16,21;1,69;;;
2022.02.24;80,47;64,25;96,18;19,59;0,85;;;
2022.02.25;86,80;57,56;97,47;13,73;0,92;;;
2022.02.26;90,76;81,38;95,47;13,4;0,03;;;
2022.02.27;79,04;63,65;93,54;14,44;0,38;;;
2022.02.28;87,60;57,16;97,01;14,7;0,62;;;
2022.03.01;99,63;84,34;111,08;14,1;0,54;;;
2022.03.02;98,55;84,02;112,78;14,07;1,18;;;
2022.03.03;102,64;59,95;112,18;14,59;2,16;;;
2022.03.04;108,92;96,32;112,05;11,48;0,07;;;
2022.03.05;103,40;83,06;111,49;11,68;0,19;;;
2022.03.06;93,98;64,10;108,64;13,11;0,57;;;
2022.03.07;106,52;83,32;111,85;12,76;0,38;;;
2022.03.08;110,75;99,33;111,85;14,33;0,3;;;
2022.03.09;99,91;54,73;112,36;13,39;0,51;;;
2022.03.10;102,21;88,13;110,79;12,24;0,8;;;
2022.03.11;96,83;53,84;109,12;9,85;0,46;;;
2022.03.12;104,04;98,25;107,16;7,81;0,28;;;
2022.03.13;94,91;80,91;106,56;6,65;0,26;;;
2022.03.14;104,34;91,38;106,56;7,09;0,04;;;
2022.03.15;106,56;106,56;106,56;8,57;0,04;;;
2022.03.16;107,96;107,96;107,96;9,65;0,01;;;
2022.03.17;107,54;106,14;107,60;10,6;0,3;;;
2022.03.18;108,21;108,09;108,21;10,57;0,28;;;
2022.03.19;106,24;97,90;107,67;7,8;0,85;;;
2022.03.20;90,16;63,39;106,88;7,24;0,23;;;
2022.03.21;101,03;67,38;106,88;9,69;0,01;;;
2022.03.22;106,88;106,88;106,88;10,76;0,09;;;
2022.03.23;106,62;106,62;106,62;11,16;0,57;;;
2022.03.24;107,23;107,23;107,23;11,68;0,13;;;
2022.03.25;107,07;107,07;107,07;13,22;0,71;;;
2022.03.26;107,17;107,17;107,17;12,75;0,4;;;
2022.03.27;106,97;106,97;106,97;14,08;0,26;;;
2022.03.28;106,97;106,97;106,97;13,23;0;;;
2022.03.29;106,97;106,97;106,97;15,79;0,13;;;
2022.03.30;107,31;107,31;107,31;18,89;0,03;;;
2022.03.31;106,98;106,98;106,98;18,65;0;;;
2022.04.01;108,25;45,99;153,29;23,43;0;;;
2022.04.02;73,66;24,56;153,51;21,46;0,01;;;
2022.04.03;36,90;0,00;154,12;;0,09;;;
2022.04.04;129,86;74,01;154,18;;0,11;;;
2022.04.05;126,65;30,84;154,18;;0,67;;;
2022.04.06;123,93;107,61;154,52;;0;;;
2022.04.07;119,88;62,01;144,30;;0,69;;;
2022.04.08;115,84;74,75;142,58;;0,58;;;
2022.04.09;91,34;31,13;149,51;;0;;;
2022.04.10;9,74;0,06;48,72;;0,1;;;
2022.04.11;104,88;18,75;146,55;19,32;1,18;;;
2022.04.12;118,17;74,25;142,49;16,21;0,29;;;
2022.04.13;120,10;92,87;149,53;15,75;0,01;;;
2022.04.14;123,22;77,51;150,63;15,94;0;;;
2022.04.15;126,57;101,41;149,01;17,78;0;;;
2022.04.16;134,47;56,44;157,12;18,55;0;;;
2022.04.17;131,40;59,84;158,17;21,06;0,57;;;
2022.04.18;122,45;47,45;158,11;25,93;0,9;;;
2022.04.19;152,87;129,34;158,17;20,33;0,24;;;
2022.04.20;140,44;99,58;158,32;19,31;0,04;;;
2022.04.21;138,21;109,17;158,22;17,98;0,15;;;
2022.04.22;137,17;75,65;157,60;20,63;0;;;
2022.04.23;120,99;62,54;156,34;24,1;0,01;;;
2022.04.24;125,86;72,19;157,22;25,09;0;;;
2022.04.25;144,61;78,61;157,22;22,83;0,03;;;
2022.04.26;138,75;108,03;157,22;22,18;0,07;;;
2022.04.27;130,04;63,50;157,97;21,84;0,1;;;
2022.04.28;125,40;69,72;153,04;21,84;0,02;;;
2022.04.29;111,77;63,72;140,18;22,92;0,11;;;
2022.04.30;60,46;16,08;140,24;26,99;0,48;;;
2022.05.01;16,98;0,11;51,24;22,65;0,19;;;
2022.05.02;6,78;0,06;48,03;21,48;0,35;;;
2022.05.03;55,35;1,60;153,71;23,12;0,32;;;
2022.05.04;40,84;1,60;160,11;22,05;0,67;;;
2022.05.05;85,40;2,18;160,11;20,1;0,52;;;
2022.05.06;81,34;32,02;146,98;19,97;0,26;;;
2022.05.07;66,38;2,55;152,81;20,25;0,13;;;
2022.05.08;80,62;3,18;159,09;19,71;0,31;;;
2022.05.09;116,97;44,54;159,09;20,87;0,1;;;
2022.05.10;115,59;85,72;152,66;21,03;0,15;;;
2022.05.11;133,08;101,26;158,64;21,44;0,23;;;
2022.05.12;127,18;74,76;155,88;21,58;0,02;;;
2022.05.13;133,34;111,08;154,96;22,28;0,02;;;
2022.05.14;127,62;74,83;155,90;23,24;0,1;;;
2022.05.15;126,34;73,88;155,81;23,52;0,46;;;
2022.05.16;126,92;74,79;155,81;23,53;0,06;;;
2022.05.17;126,90;93,48;150,49;23,89;0;;;
2022.05.18;119,38;61,66;140,90;23,73;0,58;;;
2022.05.19;70,26;4,53;147,92;22,12;0,39;;;
2022.05.20;106,70;48,08;164,25;22,78;0;;;
2022.05.21;134,91;71,67;164,25;25,28;0,1;;;
2022.05.22;106,44;44,51;163,22;23,94;0,13;;;
2022.05.23;130,37;71,22;163,22;24,95;0,89;;;
2022.05.24;132,91;74,13;163,22;24,38;0;;;
2022.05.25;139,28;98,10;163,01;26,61;0,03;;;
2022.05.26;142,59;99,39;159,65;27,78;0,03;;;
2022.05.27;133,54;85,56;158,36;27,96;0;;;
2022.05.28;136,57;68,53;157,05;28,56;0;;;
2022.05.29;118,58;67,84;156,90;28,28;0,08;;;
2022.05.30;128,92;67,60;156,90;28,89;0;;;
2022.05.31;145,56;114,05;156,90;28,44;0,1;;;
2022.06.01;138,57;83,40;181,80;31,14;0,16;;;
2022.06.02;144,15;91,29;182,13;32,71;0,22;;;
2022.06.03;137,76;73,90;181,62;34;0,19;;;
2022.06.04;131,39;42,69;181,22;32;0,28;;;
2022.06.05;130,85;71,67;180,44;29,3;0,25;;;
2022.06.06;141,01;91,04;177,90;28,81;0,95;;;
2022.06.07;132,63;104,42;166,76;26,2;0,35;;;
2022.06.08;144,67;104,06;177,18;26,78;0,42;;;
2022.06.09;152,02;130,00;176,56;26,33;0;;;
2022.06.10;139,25;101,57;174,60;26,89;0,07;;;
2022.06.11;130,66;105,70;157,35;28,27;1,17;;;
2022.06.12;113,32;74,62;152,00;28,68;1,12;;;
2022.06.13;119,79;82,91;152,15;25,9;0,21;;;
2022.06.14;126,42;83,72;160,01;26,72;0,35;;;
2022.06.15;122,22;97,03;135,85;27,35;0,06;;;
2022.06.16;124,62;97,19;146,62;29,45;0,13;;;
2022.06.17;132,48;107,84;154,85;29,02;0,13;;;
2022.06.18;127,50;90,75;169,24;31,06;0;;;
2022.06.19;96,94;27,51;147,56;31,5;0,02;;;
2022.06.20;143,21;107,59;176,09;29,53;0,42;;;
2022.06.21;149,74;127,56;176,09;29,06;0,81;;;
2022.06.22;133,39;96,04;175,01;30,5;0,1;;;
2022.06.23;128,96;95,73;143,50;31,05;0;;;
2022.06.24;129,42;96,08;150,98;28,86;1,16;;;
2022.06.25;126,67;95,91;169,90;27,97;0,64;;;
2022.06.26;102,28;54,72;150,31;28,31;0,12;;;
2022.06.27;119,60;70,04;150,48;27,87;0,77;;;
2022.06.28;121,31;95,76;136,42;27,85;0,68;;;
2022.06.29;131,16;99,40;155,79;27,9;0,39;;;
2022.06.30;132,76;99,51;153,53;31,3;0,13;;;
2022.07.01;141,28;107,29;168,32;29,68;0,1;;;
2022.07.02;131,09;100,75;187,10;30,86;0;;;
2022.07.03;71,19;14,31;171,72;30,69;0;;;
2022.07.04;130,83;83,75;208,93;30,77;0;;;
2022.07.05;130,60;84,46;160,16;31,64;0;;;
2022.07.06;147,06;114,36;208,19;32,57;0;;;
2022.07.07;145,97;114,26;174,79;30,2;0;;;
2022.07.08;122,25;56,89;170,66;31,15;0;;;
2022.07.09;84,72;5,68;207,40;31,2;0,33;;;
2022.07.10;75,90;5,68;213,08;31,5;1,73;;;
2022.07.11;131,82;28,41;213,08;29,38;0,32;;;
2022.07.12;104,45;56,82;210,24;30,07;0;;;
2022.07.13;131,93;58,24;192,63;30,53;0;;;
2022.07.14;116,88;71,03;161,94;34,33;0;;;
2022.07.15;103,10;42,93;171,73;32,78;0;;;
2022.07.16;132,54;80,01;191,45;31,58;0;;;
2022.07.17;116,77;72,90;171,51;32,57;0;;;
2022.07.18;134,52;68,58;170,95;33,38;0;;;
2022.07.19;138,86;85,73;171,45;31,57;0;;;
2022.07.20;144,73;84,71;211,77;33,35;0;;;
2022.07.21;148,38;83,59;194,98;31,81;0;;;
2022.07.22;148,40;97,47;191,00;31,4;0;;;
2022.07.23;135,11;82,13;179,71;31,9;0;;;
2022.07.24;121,29;83,29;166,59;32,84;0;;;
2022.07.25;157,15;116,61;208,23;32,24;0;;;
2022.07.26;163,58;97,18;208,23;33,42;0;;;
2022.07.27;178,10;130,77;206,13;31,77;0;;;
2022.07.28;165,07;121,14;206,50;31,62;0;;;
2022.07.29;143,22;107,31;160,21;33,15;0;;;
2022.07.30;139,31;96,06;205,84;32,15;0;;;
2022.07.31;133,04;109,30;204,94;32,64;0;;;
2022.08.01;181,43;109,30;218,61;30,83;0;;;
2022.08.02;163,54;109,30;204,94;33,53;0;;;
2022.08.04;148,15;122,51;177,11;32,43;0;;;
2022.08.05;149,58;121,31;173,99;33,33;0,01;;;
2022.08.06;148,00;123,10;185,41;33,39;0,05;;;
2022.08.07;131,71;68,11;180,21;31,25;0,11;;;
2022.08.08;144,93;108,98;217,97;31,42;0,09;;;
2022.08.09;159,74;122,60;204,34;30,93;0,05;;;
2022.08.10;148,53;109,38;180,69;29,89;0,12;;;
2022.08.11;142,75;106,13;204,55;29,97;1,55;;;
2022.08.12;148,50;119,95;190,83;31,13;0;;;
2022.08.13;166,86;121,99;215,91;31,33;0,05;;;
2022.08.14;152,14;119,12;216,58;30,97;0,39;;;
2022.08.15;186,58;125,33;216,58;30,03;1,17;;;
2022.08.16;191,45;143,20;216,58;29,08;0;;;
2022.08.17;180,62;122,79;218,30;29,99;0,01;;;
2022.08.18;176,02;123,65;219,83;31,36;0,01;;;
2022.08.19;176,19;133,16;219,19;31,75;0,01;;;
2022.08.20;172,28;133,16;218,95;31,02;0;;;
2022.08.21;160,15;123,56;219,67;30,25;0,01;;;
2022.08.22;193,20;133,60;219,67;30,14;0,03;;;
2022.08.23;189,69;137,07;219,67;30,33;0,49;;;
2022.08.24;193,35;158,28;220,77;30,72;0,4;;;
2022.08.25;195,38;154,02;222,64;30,38;0,76;;;
2022.08.26;180,23;152,39;222,08;29,84;0,39;;;
2022.08.27;189,95;148,58;220,53;28,46;0,12;;;
2022.08.28;153,67;110,28;215,05;29,25;0,03;;;
2022.08.29;182,49;124,07;220,56;30,07;0;;;
2022.08.30;156,75;110,28;220,56;29,99;0,04;;;
2022.08.31;199,06;138,17;221,08;32,05;0,6;;;
2022.09.01;195,21;138,17;221,08;32,34;0,26;;;
2022.09.02;243,40;165,22;264,36;35,26;0,03;;;
2022.09.03;228,64;164,63;263,41;34,83;0,44;;;
2022.09.04;187,10;90,76;247,53;32,82;0,21;;;
2022.09.05;185,27;55,01;248,19;29,06;0,14;;;
2022.09.06;208,82;137,51;247,53;30,29;0,04;;;
2022.09.07;204,98;152,32;263,09;28,9;0;;;
2022.09.08;214,98;151,80;262,21;29,05;0;;;
2022.09.09;224,02;152,46;266,11;29,18;0;;;
2022.09.10;216,72;179,73;263,36;28,24;0;;;
2022.09.11;208,23;149,76;261,41;28,45;0;;;
2022.09.12;214,82;149,76;260,32;28,03;0,28;;;
2022.09.13;214,77;163,38;260,32;27,75;0,75;;;
2022.09.14;223,43;162,13;259,40;28,05;0;;;
2022.09.15;227,39;178,25;259,28;27,84;0;;;
2022.09.16;223,24;150,94;263,45;27,98;0;;;
2022.09.17;215,52;164,75;263,60;30,28;0;;;
2022.09.18;186,35;137,40;263,80;28,58;0,08;;;
2022.09.19;222,31;151,14;263,80;28,08;0;;;
2022.09.20;223,55;151,14;263,25;28,52;0,06;;;
2022.09.21;215,14;164,59;257,86;28,45;0,28;;;
2022.09.22;212,25;150,26;262,27;25,44;1,35;;;
2022.09.23;205,21;151,67;246,21;24,86;0,24;;;
2022.09.24;209,61;152,11;265,51;24,6;0,35;;;
2022.09.25;196,73;111,46;267,51;25,02;0;;;
2022.09.26;214,79;139,33;267,51;25,22;0;;;
2022.09.27;198,87;111,22;267,51;25,66;0,05;;;
2022.09.28;208,09;140,46;269,80;26,18;0,1;;;
2022.09.29;207,28;140,61;270,09;26,2;0;;;
2022.09.30;228,84;155,62;271,63;28,15;0;;;
2022.10.01;231,97;153,43;267,81;29,13;0;;;
2022.10.02;183,29;124,04;264,62;29,94;0,53;;;
2022.10.03;208,80;110,97;264,62;27,52;0,05;;;
2022.10.04;211,55;137,82;264,62;26,19;0,38;;;
2022.10.05;215,91;137,76;264,40;27,85;0,07;;;
2022.10.06;188,66;109,15;237,87;25,76;0,08;;;
2022.10.07;183,65;94,91;251,81;25,27;0,17;;;
2022.10.08;205,58;73,93;261,52;23,78;0,99;;;
2022.10.09;206,48;122,26;264,03;23,25;0,37;;;
2022.10.10;215,71;137,52;264,03;23,67;0;;;
2022.10.11;206,27;137,52;264,03;24,04;0;;;
2022.10.12;213,80;155,51;255,49;24,01;0,02;;;
2022.10.13;205,97;138,76;249,77;24,08;0,03;;;
2022.10.14;226,65;138,66;266,23;24,12;0,16;;;
2022.10.15;206,62;138,58;261,94;23,04;0,73;;;
2022.10.16;89,47;13,82;248,71;23,08;1,03;;;
2022.10.17;139,87;0,06;260,87;25,67;0,14;;;
2022.10.18;179,33;27,63;265,30;25,88;0,04;;;
2022.10.19;229,75;138,20;265,34;23,2;0,07;;;
2022.10.20;198,86;136,84;262,73;23,34;0,26;;;
2022.10.21;160,54;54,90;263,51;23,05;0,75;;;
2022.10.22;199,86;158,91;263,94;22,03;0,15;;;
2022.10.23;171,19;52,47;264,83;22;0;;;
2022.10.24;210,56;82,82;264,83;22,67;0;;;
2022.10.25;214,59;30,35;264,83;22,84;0;;;
2022.10.26;223,56;153,21;262,64;24,07;0,05;;;
2022.10.27;195,54;136,44;261,96;23,98;0;;;
2022.10.28;145,70;16,11;257,71;22,72;0;;;
2022.10.29;103,29;16,06;246,20;21,98;0;;;
2022.10.30;131,87;13,38;256,91;23,34;0,01;;;
2022.10.31;203,52;66,90;256,91;24,46;0,35;;;
2022.11.01;175,57;90,98;256,91;22,15;0;;;
2022.11.02;195,55;108,26;259,82;21,33;0;;;
2022.11.03;213,21;126,63;259,91;20,95;0;;;
2022.11.04;216,94;135,84;260,81;20,39;0;;;
2022.11.05;196,79;110,11;264,26;20,32;0;;;
2022.11.06;141,50;30,24;263,95;21,44;0,24;;;
2022.11.07;184,70;93,48;261,20;20,13;0,51;;;
2022.11.08;197,17;109,98;263,95;18,79;0,25;;;
2022.11.09;210,98;91,77;259,14;18,65;0,25;;;
2022.11.10;225,09;134,59;258,42;18,54;0,2;;;
2022.11.11;218,26;133,80;256,89;18,61;0,03;;;
2022.11.12;186,86;107,86;258,87;19,65;0;;;
2022.11.13;149,79;89,26;242,25;19,8;0;;;
2022.11.14;184,23;78,99;252,78;19,25;0;;;
2022.11.15;214,59;105,32;252,78;18,91;0,18;;;
2022.11.16;208,62;104,35;250,44;17,51;0,8;;;
2022.11.17;154,54;28,45;248,28;17,33;0,29;;;
2022.11.18;134,19;25,84;242,93;19,68;1,06;;;
2022.11.19;145,62;25,93;248,93;22,01;0,21;;;
2022.11.20;77,19;5,19;233,35;22,87;0,01;;;
2022.11.21;151,96;5,19;248,91;22,59;0,9;;;
2022.11.22;199,15;85,33;248,91;20,11;0,26;;;
2022.11.23;156,52;26,24;251,91;17,94;0,58;;;
2022.11.24;204,51;85,34;251,31;18,85;1,17;;;
2022.11.25;208,12;130,14;249,87;15,05;1,96;;;
2022.11.26;180,40;84,14;247,76;15,26;0,76;;;
2022.11.27;130,66;51,43;247,84;15,2;0,05;;;
2022.11.28;182,29;83,95;247,84;16,84;0,53;;;
2022.11.29;214,49;113,25;247,84;19,7;0,51;;;
2022.11.30;202,93;83,77;247,33;18,52;0,26;;;
2022.12.01;196,45;103,56;248,56;19,08;1,37;;;
2022.12.02;209,73;155,58;248,93;17,98;0,48;;;
2022.12.03;195,18;141,60;242,01;16,98;0,36;;;
2022.12.04;183,08;102,04;244,89;16,29;0;;;
2022.12.05;212,48;127,55;244,89;15,74;0,02;;;
2022.12.06;214,51;127,55;244,89;16,03;0,02;;;
2022.12.07;217,81;143,91;244,35;15,8;0,1;;;
2022.12.08;201,77;102,37;245,68;16,66;0,41;;;
2022.12.09;171,37;83,36;246,13;15,38;0,08;;;
2022.12.10;155,64;64,83;245,19;17,28;0,06;;;
2022.12.11;62,66;12,71;101,68;19,64;2,59;;;
2022.12.12;166,20;12,71;244,05;17,65;2,16;;;
2022.12.13;166,31;82,67;244,05;17;1,16;;;
2022.12.14;200,20;101,84;244,42;15,55;1,17;;;
2022.12.15;187,12;101,84;244,42;15,85;0,4;;;
2022.12.16;183,60;100,83;242,00;16,32;0;;;
2022.12.17;189,20;101,02;242,44;18,35;0;;;
2022.12.18;171,10;64,36;242,28;16,01;0,1;;;
2022.12.19;149,90;27,76;242,28;15,73;0,35;;;
2022.12.20;168,52;39,12;242,28;15,12;0,2;;;
2022.12.21;211,57;101,05;242,52;14,02;0,3;;;
2022.12.22;220,79;151,50;242,39;14,7;0;;;
2022.12.23;216,50;151,58;242,44;14,32;0;;;
2022.12.24;209,37;151,30;241,99;13,19;0,01;;;
2022.12.25;189,49;126,23;242,37;13,5;0,68;;;
2022.12.26;196,71;100,99;242,37;14,05;1,4;;;
2022.12.27;212,19;151,48;242,37;12,48;0;;;
2022.12.28;204,61;151,27;242,03;13,01;0;;;
2022.12.29;201,50;150,74;241,10;13,56;0;;;
2022.12.30;202,50;155,82;241,27;14,14;0;;;
2022.12.31;193,60;168,51;241,43;13,66;0;;;
